Prompt,Antagonist,Protagonist,Innocent,Foreign Adversary,Virtuous,Incompetent,Martyr,Deceiver,Saboteur,Instigator,Underdog,Victim,Peacemaker,Rebel,Guardian,Tyrant,Bigot,Terrorist,Exploited,Forgotten,Conspirator,Corrupt,Spy,Traitor,Scapegoat
"provided context: watch: junk scientist serial liar al gore makes absurd global warming prediction “once get true net zero” global warming fraud al goree made new ‘climate change’ prediction “once get true net zero.” net-zero emissions front global communism. “net zero” reached world completely ‘eliminates carbon emissions’ go back dark ages. global elites continue live mans, decide label mentioned entity: al gore.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: get true net zero.” net-zero emissions front global communism. “net zero” reached world completely ‘eliminates carbon emissions’ go back dark ages. global elites continue live mansions, eat meat, fly private jets. al goree made new global warming prediction davos sat outside freezing cold weather snowy backdrop. “the good news get true net zero stop adding, temperatures stop going almost immediately, lag little three years,” al gore sai, decide label mentioned entity: al gore.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ognosticator @algore: “the good news get true net zero stop adding, temperatures stop going almost immediately, lag little three years.” pic.twitter.com/4dlcezgmwx — tom elliott (@tomselliott) january 15, 2024 december 13, 2008, junk scientist al goree predicted north polar ice cap would completely ice-free five years. and, lie, global warming hysteria began. gore made prediction german audience december 13, 2008. al warned “the entire north ‘polarized’ cap disappear 5 years.” gateway p, decide label mentioned entity: al gore.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: office january, lula also lashed international monetary fund (imf) criticised outsize role greenback global trade. comments came mere days brazilian government ditched dollar intermediary announced deal trade local currency china. lulaa voices de-dollarization lending voice china’s efforts shed dollar’s dominance promote use renminbi (rmb)/ yuan overseas trade settlement, brazilian president said: “who decided dollar currency disappearance gold, decide label mentioned entity: lula.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"provided context: ting currencies,"" lula said. hitting imf, lula alluded accusations global lenders’ overly harsh spending cuts cash-strapped countries like brazil’s neighbour argentina exchange bailout loans. “no bank asphyxiating countries’ economies way imff argentina, way brazil long time every third-world country,"" said. “no leader work knife throat (their country) owes money,"" added. brazil-china trade trade brazil china soared past decade , decide label mentioned entity: imf.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"provided context: encies,"" lula said. hitting imf, lula alluded accusations global lenders’ overly harsh spending cuts cash-strapped countries like brazil’s neighbour argentina exchange bailout loans. “no bank asphyxiating countries’ economies way imf argentinaa, way brazil long time every third-world country,"" said. “no leader work knife throat (their country) owes money,"" added. brazil-china trade trade brazil china soared past decade $150.4 billion 2022. chi, decide label mentioned entity: argentina.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"provided context: imf, lula alluded accusations global lenders’ overly harsh spending cuts cash-strapped countries like brazil’s neighbour argentina exchange bailout loans. “no bank asphyxiating countries’ economies way imf argentina, way brazill long time every third-world country,"" said. “no leader work knife throat (their country) owes money,"" added. brazil-china trade trade brazil china soared past decade $150.4 billion 2022. china imports agricultural commoditi, decide label mentioned entity: brazil.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"provided context: ddling ahead next month’s parliamentary elections, preceded european commission vice president vera jourova assessing they’d test bloc’s disinformation resilience. speculation nothing new, what’s different time around attempted assassination slovak prime minister robert ficoo every voter’s mind, thus likely influencing outcome. preceding hyperlinked analysis argued fake news responsible radicalizing pro-ukrainian suspect thinking shooting premier legitimate form protest he’d misled med, decide label mentioned entity: slovak prime minister robert fico.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: believing “pro-russian dictator blood hands”. black swan event might served short-term interests leader’s many enemies, blowback could considerable leads conservative landslide next month’s elections. hungarian prime minister victor orbann predicted upcoming vote influence direction war peace europe, european parliament admittedly can’t much terms shaping nato-russian proxy war ukraine, could still exert positive pressure conservatives win. it’s mind e, decide label mentioned entity: victor orban.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: upcoming vote influence direction war peace europe, european parliament admittedly can’t much terms shaping nato-russian proxy war ukraine, could still exert positive pressure conservatives win. it’s mind eurocrats like von der leyenn jourova fearmongering russian meddling since want preemptively discredit potential outcome. sure, first two idea assassination attempt would made fico day shared earlier mentioned warning, second’s a, decide label mentioned entity: von der leyen.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"provided context: te influence direction war peace europe, european parliament admittedly can’t much terms shaping nato-russian proxy war ukraine, could still exert positive pressure conservatives win. it’s mind eurocrats like von der leyen jourovaa fearmongering russian meddling since want preemptively discredit potential outcome. sure, first two idea assassination attempt would made fico day shared earlier mentioned warning, second’s assessment ab, decide label mentioned entity: jourova.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"provided context: ch 6, subsidiary china-based bytedance suspended uploading videos russia reaction new law making crime ""discredit"" russian military. flow pro-russian messages noticeably declined tiktok, popular account state-backed news agency ria novostii, known false discredited claims, alleged existence secret bioweapons labs ukraine. share experiences, suggestions, issues encountered jakarta post. we're listen. thank sharing thoughts. appreciate feedback., decide label mentioned entity: ria novosti.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: kyiv's mayor says he's 'ready fight' russians continue kidnappings kyiv mayor vitali klitschkoo promised ""ready fight"" following reports multiple ukrainian mayors kidnapped invading russian military. ukraine accused russian forces capturing mayors dniprorudne melitopol recent days, sparking concerns additional mayors could kidnapped next, decide label mentioned entity: kyiv mayor vitali klitschko.",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"provided context: kyiv's mayor says he's 'ready fight' russians continue kidnappings kyiv mayor vitali klitschko promised ""ready fight"" following reports multiple ukrainian mayors kidnapped invading russian militaryy. ukraine accused russian forces capturing mayors dniprorudne melitopol recent days, sparking concerns additional mayors could kidnapped next, including mayor country's capital city. klitschko, highly regarded world heavyweight boxing champion , decide label mentioned entity: russian military.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: kyiv's mayor says he's 'ready fight' russians continue kidnappings kyiv mayor vitali klitschko promised ""ready fight"" following reports multiple ukrainian mayors kidnapped invading russian military. ukraine accused russian forcess capturing mayors dniprorudne melitopol recent days, sparking concerns additional mayors could kidnapped next, including mayor country's capital city. klitschko, highly regarded world heavyweight boxing champion entering politics, insisted , decide label mentioned entity: russian forces.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: multiple ukrainian mayors kidnapped invading russian military. ukraine accused russian forces capturing mayors dniprorudne melitopol recent days, sparking concerns additional mayors could kidnapped next, including mayor country's capital city. klitschkoo, highly regarded world heavyweight boxing champion entering politics, insisted fox news interview monday russian soldiers hope capture would find task ""not easy."" ""i ready fight,"" klitschko said america reports host john , decide label mentioned entity: klitschko.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: mayor country's capital city. klitschko, highly regarded world heavyweight boxing champion entering politics, insisted fox news interview monday russian soldiers hope capture would find task ""not easy."" ""i ready fight,"" klitschkoo said america reports host john roberts asked potential kidnapping attempt. ""this easy ... nobody feels safety country right difficult situation. everyone [is] ready fight, ready defend city."" ""i worried kidnap, decide label mentioned entity: klitschko.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: end city."" ""i worried kidnap,"" added. ""i ready fight, that's weapons, that's hometown want defend interest citizens, interest home, interest family."" ukrainian officials announced kidnapping dniprorudne mayor matveev sergeevichh sunday, said melitopol mayor ivan fedorov captured two days earlier. russia went appoint moscow-friendly mayor melitopol. commenting kidnapping fedorov, partially captured video, ukrainian president volodymyr zelensky asserted ""t, decide label mentioned entity: mayor matveev sergeevich.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ady fight, that's weapons, that's hometown want defend interest citizens, interest home, interest family."" ukrainian officials announced kidnapping dniprorudne mayor matveev sergeevich sunday, said melitopol mayor ivan fedorovv captured two days earlier. russia went appoint moscow-friendly mayor melitopol. commenting kidnapping fedorov, partially captured video, ukrainian president volodymyr zelensky asserted ""the actions russian invaders equated actio, decide label mentioned entity: mayor ivan fedorov.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
